name;Widerstandsbeiwert für den Induzierten Widerstand;Widerstandsbeiwert für den Profilwiderstand;Auftriebsbeiwert;Reynoldszahl;Dicke des Flügels [m];Anstellwinkel [°];Durchbiegung [m];Flächenmoment 2, Ordnung für den Flügelquerschnitt [m^4];
ah85l120-il;0,002465726545117721;0,008598588181500309;0,26143790849673204;510000,00000000006;0,020587;2,4489496758923046;0,18694529677413274;6,017803172439394E-8;
b540ols-il;0,002465726545117721;0,007361733893557423;0,26143790849673204;510000,00000000006;0,016507;2,2744456115779648;0,4517788204714833;2,4901565744625496E-8;
bqm34-il;0,002465726545117721;0,006435761562008769;0,26143790849673204;510000,00000000006;0,01682898;2,384002440638703;0,3624475241135995;3,103897599387102E-8;
e168-il;0,002465726545117721;0,00782712468003678;0,26143790849673204;510000,00000000006;0,0211514;2,428117000919506;0,21086531701377592;5,335159029147042E-8;
e169-il;0,002465726545117721;0,00877;0,26143790849673204;510000,00000000006;0,024486800000000003;2,3554158378327177;0,13945919798745024;8,06687558967059E-8;
e171-il;0,002465726545117721;0,007475724917704308;0,26143790849673204;510000,00000000006;0,0208318;2,368959019130767;0,20502401732051376;5,487162014981343E-8;
e230-il;0,002465726545117721;0,007758318946626271;0,26143790849673204;510000,00000000006;0,0169762;2,9980897120753065;0,3641829300120607;3,089106894611297E-8;
e297-il;0,002465726545117721;0,007105121398740002;0,26143790849673204;510000,00000000006;0,0193596;2,3739883438333216;0,2309125914856097;4,871973385089783E-8;
e472-il;0,002465726545117721;0,009004892580016926;0,26143790849673204;510000,00000000006;0,0205666;2,156154089300827;0,22372816593707892;5,028423646562202E-8;
e473-il;0,002465726545117721;0,010745469820856815;0,26143790849673204;510000,00000000006;0,027523;2,5226508957159113;0,099269572529582;1,1332777721640272E-7;
e474-il;0,002465726545117721;0,009272176059234883;0,26143790849673204;510000,00000000006;0,0239428;2,659422277069336;0,13857414706684815;8,118397434243634E-8;
e475-il;0,002465726545117721;0,009799872721018232;0,26143790849673204;510000,00000000006;0,025500000000000002;2,808227267515193;0,10697301833222028;1,0516670629094046E-7;
e479-il;0,002465726545117721;0,009581311320067062;0,26143790849673204;510000,00000000006;0,028165600000000002;2,380463833612751;0,09013566200155854;1,248118641410264E-7;
e520-il;0,002465726545117721;0,00859658769063181;0,26143790849673204;510000,00000000006;0,0255136;2,264217955700799;0,10645696952035166;1,0567650056814089E-7;
e521-il;0,002465726545117721;0,007922913264950109;0,26143790849673204;510000,00000000006;0,023405600000000002;2,3090561254157653;0,13181172141183206;8,534901053943861E-8;
e836-il;0,002465726545117721;0,007502591311034218;0,26143790849673204;510000,00000000006;0,021488000000000004;2,3588043060361406;0,17056169437439483;6,595853800153664E-8;
e837-il;0,002465726545117721;0,008702984442603331;0,26143790849673204;510000,00000000006;0,027380200000000004;2,287305532541655;0,09014978317029854;1,2479231346289598E-7;
e838-il;0,002465726545117721;0,00995;0,26143790849673204;510000,00000000006;0,031225600000000003;2,2680027252361485;0,061357959737745014;1,8335029469826783E-7;
e862-il;0,002465726545117721;0,015466922893188281;0,26143790849673204;510000,00000000006;0,05503580000000001;2,1730723297070766;0,011893203661557;9,459183849986475E-7;
e863-il;0,002465726545117721;0,01759263237002118;0,26143790849673204;510000,00000000006;0,060741;2,234650770877457;0,008695720391986994;1,2937398505093086E-6;
ea61009-il;0,002465726545117721;0,0096318778280543;0,26143790849673204;510000,00000000006;0,015300000000000001;2,585941427853193;0,490570476826376;2,293248479357968E-8;
ea61012-il;0,002465726545117721;0,007642468749223389;0,26143790849673204;510000,00000000006;0,0204;2,3701322100449813;0,20153490400029464;5,582159604464124E-8;
ea81006-il;0,002465726545117721;0,00994785893366955;0,26143790849673204;510000,00000000006;0,0102;2,096662463950843;1,4419398010667688;7,801990063438904E-9;
eh0009-il;0,002465726545117721;0,006312308886722276;0,26143790849673204;510000,00000000006;0,015300000000000001;2,2778861084028454;0,49572954005942205;2,2693826150952162E-8;
fx71089a-il;0,002465726545117721;0,009061585760517799;0,26143790849673204;510000,00000000006;0,0151912;2,0694047845675487;0,4738605484435342;2,3741161902910687E-8;
fx71120-il;0,002465726545117721;0,00985092734966327;0,26143790849673204;510000,00000000006;0,0203762;2,637066173987326;0,19742064706050377;5,698492111897596E-8;
fx711520-il;0,002465726545117721;0,00863;0,26143790849673204;510000,00000000006;0,0255034;2,2678138854609444;0,11517613314918589;9,767648637264151E-8;
fx711525-il;0,002465726545117721;0,008428108257387462;0,26143790849673204;510000,00000000006;0,0255034;2,2837844057810917;0,11276473706528466;9,976523062778802E-8;
fx711530-il;0,002465726545117721;0,008692012701061512;0,26143790849673204;510000,00000000006;0,025500000000000002;2,275158763268901;0,11329306568472264;9,92999874441304E-8;
fx71l150-il;0,002465726545117721;0,008692012701061512;0,26143790849673204;510000,00000000006;0,025500000000000002;2,275158763268901;0,11329306568472264;9,92999874441304E-8;
fx76100-il;0,002465726545117721;0,007097819844249757;0,26143790849673204;510000,00000000006;0,0171122;2,1066350298984844;0,3349708035421941;3,358501660752326E-8;
fx76120-il;0,002465726545117721;0,007778073209623438;0,26143790849673204;510000,00000000006;0,020519000000000003;2,529744695018311;0,19470371155745733;5,7780100389509574E-8;
fx77080-il;0,002465726545117721;0,006611743866628778;0,26143790849673204;510000,00000000006;0,0136816;1,6698399166429856;0,6468310379403475;1,7392486352885103E-8;
fx79l100-il;0,002465726545117721;0,006696591675266599;0,26143790849673204;510000,00000000006;0,0171122;2,5284027061116845;0,37472950545809713;3,002165518364284E-8;
fx79l120-il;0,002465726545117721;0,007584440978411567;0,26143790849673204;510000,00000000006;0,020515600000000002;2,4444877698554173;0,21762349828944097;5,1694785206684855E-8;
fxl142k-il;0,002465726545117721;0,008604340665776465;0,26143790849673204;510000,00000000006;0,024139999999999998;2,3282966711176707;0,13935467179588265;8,072926336103208E-8;
fxlv152-il;0,002465726545117721;0,008823871239552732;0,26143790849673204;510000,00000000006;0,025976;2,180643802236342;0,10825418024850678;1,0392208387865169E-7;
goe409-il;0,002465726545117721;0,008727066945121245;0,26143790849673204;510000,00000000006;0,02159;2,789022315040415;0,162999192772235;6,901874671072791E-8;
goe410-il;0,002465726545117721;0,00918;0,26143790849673204;510000,00000000006;0,027370000000000002;2,302964109620456;0,09672657731385034;1,1630722715946969E-7;
goe411-il;0,002465726545117721;0,007731427268581851;0,26143790849673204;510000,00000000006;0,02244;2,3908712063636823;0,1489259884827548;7,554087849014155E-8;
goe443-il;0,002465726545117721;0,008237289915966386;0,26143790849673204;510000,00000000006;0,0085;2,006003443043884;2,8174943669337504;3,992909491507966E-9;
goe444-il;0,002465726545117721;0,005857281728611843;0,26143790849673204;510000,00000000006;0,00952;1,4577968003121649;1,8417902693228336;6,108187336735283E-9;
goe445-il;0,002465726545117721;0,0054629165917131385;0,26143790849673204;510000,00000000006;0,01088;1,4024304930942817;1,3264350261777067;8,481380375198869E-9;
goe459-il;0,002465726545117721;0,007292668782349163;0,26143790849673204;510000,00000000006;0,02159;2,4121236163058675;0,16311713349912216;6,896884317833199E-8;
goe460-il;0,002465726545117721;0,009268164355172963;0,26143790849673204;510000,00000000006;0,03485;3,3908217758648176;0,040164856940851576;2,800956073755525E-7;
goe775-il;0,002465726545117721;0,009687488511029413;0,26143790849673204;510000,00000000006;0,0357;2,652713950163399;0,03747316854229162;3,002148053560891E-7;
goe776-il;0,002465726545117721;0,011104354507643278;0,26143790849673204;510000,00000000006;0,0425;2,858862691081942;0,02223202785850597;5,06026713874225E-7;
griffith30symsuction-il;0,002465726545117721;0,058363084336007134;0,26143790849673204;510000,00000000006;0,05196968;3,18563855466429;0,011553409209148697;9,73738555983247E-7;
hq010-il;0,002465726545117721;0,006472301445830858;0,26143790849673204;510000,00000000006;0,017;2,40376807288572;0,3591310011808336;3,1325616454746766E-8;
hq07-il;0,002465726545117721;0,005574099491648511;0,26143790849673204;510000,00000000006;0,0118966;2,112023204343466;1,0476858678447003;1,0737951465493664E-8;
hq09-il;0,002465726545117721;0,005863853533616176;0,26143790849673204;510000,00000000006;0,013790400000000001;2,409633834040439;0,6725289322924515;1,672790486745617E-8;
ht05-il;0,002465726545117721;0,007614394284845721;0,26143790849673204;510000,00000000006;0,00817955;2,2619952373714343;3,5477718142189696;3,171004390674616E-9;
ht08-il;0,002465726545117721;0,0073156073431193975;0,26143790849673204;510000,00000000006;0,0085;2,372385323285356;2,9742680264312056;3,7824432431863795E-9;
ht12-il;0,002465726545117721;0,007169341214223355;0,26143790849673204;510000,00000000006;0,00853485;2,378500979212383;3,566250106882734;3,1545740379475643E-9;
j5012-il;0,002465726545117721;0,007075544979588384;0,26143790849673204;510000,00000000006;0,0204;2,4040283858958906;0,19309195592251038;5,826239599807426E-8;
joukowsk-il;0,002465726545117721;0,007641828649630731;0,26143790849673204;510000,00000000006;0,02006;2,327959462966896;0,24468059465227063;4,597830905220747E-8;
joukowsk0009-jf;0,002465726545117721;0,006524521178168237;0,26143790849673204;510000,00000000006;0,015298980000000002;2,3820643408878706;0,5503036217941122;2,0443259964967154E-8;
joukowsk0015-jf;0,002465726545117721;0,008634268547184958;0,26143790849673204;510000,00000000006;0,025488780000000003;2,265244811374843;0,11842114219221174;9,499992815252449E-8;
joukowsk0018-jf;0,002465726545117721;0,009489195784426805;0,26143790849673204;510000,00000000006;0,03057212;2,2399473053350523;0,06835689197907348;1,6457740652462716E-7;
joukowsk0021-jf;0,002465726545117721;0,01035405610583294;0,26143790849673204;510000,00000000006;0,03569626;2,231425330727938;0,042932598732344306;2,620386450430391E-7;
ls013-il;0,002465726545117721;0,007910722511226714;0,26143790849673204;510000,00000000006;0,0218688;2,240968609666089;0,1563151577542017;7,19699878222309E-8;
lwk79100-il;0,002465726545117721;0,007150814719050013;0,26143790849673204;510000,00000000006;0,016989800000000003;2,3648160118748356;0,3971781881198252;2,8324818271757596E-8;
lwk80080-il;0,002465726545117721;0,005969718047803063;0,26143790849673204;510000,00000000006;0,013705400000000001;2,5404918658460955;0,627410359328295;1,793084833990347E-8;
lwk80100-il;0,002465726545117721;0,006816631960277651;0,26143790849673204;510000,00000000006;0,0171054;2,516840198611745;0,32413205610625484;3,470807588470083E-8;
lwk80120k25-il;0,002465726545117721;0,00767599028372524;0,26143790849673204;510000,00000000006;0,020505400000000003;2,4428918438384293;0,1885876473425563;5,965396015341958E-8;
lwk80150k25-il;0,002465726545117721;0,00911842260786818;0,26143790849673204;510000,00000000006;0,0255714;2,3672213457541385;0,09802042434775587;1,147719985386654E-7;
m1-il;0,002465726545117721;0,00872132115950706;0,26143790849673204;510000,00000000006;0,010472;2,304751035274161;1,3877807200087058;8,10646800160866E-9;
m2-il;0,002465726545117721;0,008712987005453069;0,26143790849673204;510000,00000000006;0,013600000000000001;2,0749845303012724;0,6556065156035651;1,7159683029756063E-8;
m3-il;0,002465726545117721;0,007196183732752361;0,26143790849673204;510000,00000000006;0,02023;2,4716473008956665;0,19502121007629036;5,768603320428128E-8;
n0009sm-il;0,002465726545117721;0,006729215323166304;0,26143790849673204;510000,00000000006;0,0153306;1,8058188090050833;0,4668129806146139;2,4099586916345082E-8;
n0011sc-il;0,002465726545117721;0,009343492866680722;0,26143790849673204;510000,00000000006;0,018626220000000002;1,1838615972075808;0,21381120656488953;5,26165123930758E-8;
n0012-il;0,002465726545117721;0,007339642732537855;0,26143790849673204;510000,00000000006;0,020405780000000002;2,463860395878399;0,19800914373041714;5,681555804976612E-8;
